0.221165329,0.524377525,0.120064415,-0.010264271,-0.999936581,-0.004633490,1,29291,-1,-1
0.739467025,0.152440816,0.139923185,-0.006356199,0.331358761,-0.943483412,3,22751,-1,-1
0.932481885,0.246984124,0.696026385,-0.714000583,-0.664820492,-0.219583765,4,28168,-1,-1
0.839974165,0.215284079,0.428342193,0.999973655,-0.005729991,-0.004461067,7,29172,-1,-1
0.855907321,0.220428407,0.420442551,-0.997301102,-0.065979697,0.032206971,10,28170,-1,-1
0.470687836,0.071534798,0.139633611,-0.023599824,0.999664783,-0.010647695,13,29173,-1,-1
0.963859081,0.295179218,0.199778661,-0.993827343,-0.110776611,-0.005990714,15,29095,-1,-1
0.256341815,0.140731677,0.136522606,0.011388814,-0.999912858,0.006675173,16,29284,-1,-1
0.858874142,0.218637913,0.662760317,0.975010455,-0.000427839,-0.222158670,17,28899,-1,-1
0.026739616,0.417586327,0.103695102,0.999414921,-0.018622665,0.028687257,18,29069,-1,-1
0.709426463,0.403845668,0.275235802,-0.011517379,-0.522496700,-0.852563560,19,29510,-1,-1
0.630121171,0.233203545,0.273845643,-0.005180633,0.477937251,-0.878378749,23,29464,-1,-1
0.820800781,0.151078656,0.231546253,-0.020303965,0.999793231,-0.001127637,27,29239,-1,-1
0.268624783,0.429722637,0.265755922,0.023718584,0.490311176,0.871224701,28,29509,-1,-1
0.506885231,0.123947956,0.246701419,0.444440484,-0.013157606,0.895711780,31,29205,-1,-1
0.398074061,0.555337191,0.206695169,-0.771393538,-0.012338098,0.636238754,32,28570,-1,-1
0.130705684,0.320495009,0.248805970,0.999965489,-0.001621372,-0.008150843,35,29124,-1,-1
0.947553754,0.219588906,0.675530016,0.975070894,-0.004448848,0.221849114,37,28779,-1,-1
0.904207766,0.174552053,0.671013474,-0.054677088,0.972279549,-0.227338701,38,28573,-1,-1
0.906530082,0.401513189,0.197447076,-0.445711434,-0.057394724,-0.893334866,39,29279,-1,-1
0.322928488,0.525155485,0.050415084,-0.322973251,0.945257127,0.046661630,41,28781,-1,-1
0.481533736,0.594095290,0.132052228,-0.016153339,-0.999821901,-0.009760058,44,29077,-1,-1
0.737985313,0.519940794,0.104550265,-0.011215654,-0.999931395,0.003390343,48,29219,-1,-1
0.066763364,0.160572767,0.198028266,0.014498930,0.999703646,-0.019556753,51,29044,-1,-1
0.881194413,0.159876868,0.417663455,-0.996591449,0.082337625,0.005115086,52,27407,-1,-1
0.440004408,0.546154380,0.232640773,-0.474769861,0.033665884,0.879465878,56,29252,-1,-1
0.502543032,0.407231271,0.321413279,-0.539624453,-0.841903031,-0.002199522,58,28191,-1,-1
0.543906093,0.546972156,0.160936296,-0.995941937,0.089615539,0.008295108,59,27410,-1,-1
0.907060146,0.283967286,0.434803575,-0.003594690,-0.999992013,-0.001753666,64,29307,-1,-1
0.525139391,0.383984953,0.326767385,-0.820125520,-0.572160304,0.005167481,66,25880,-1,-1
0.470711440,0.388144046,0.389012873,0.024441300,0.464064240,0.885464311,72,28913,-1,-1
0.443114132,0.071397915,0.031724621,0.023079513,-0.064160101,0.997672677,75,29167,-1,-1
0.327247351,0.244293913,0.283357143,0.016294863,-0.497843683,0.867113650,76,29459,-1,-1
0.016382761,0.356130242,0.099524274,-0.995609820,-0.091148138,0.021286173,78,28790,-1,-1
0.773706317,0.526065946,0.008110510,0.156544819,0.138174072,0.977957904,80,28916,-1,-1
0.846358597,0.264987320,0.608016312,-0.096676491,-0.813595831,0.573337078,82,28198,-1,-1
0.391289681,0.558333635,0.016558731,0.151052788,-0.143666014,-0.978030324,90,28586,-1,-1
0.899586439,0.128182158,0.037931357,-0.023058238,0.999574006,-0.017891904,94,28587,-1,-1
0.553014874,0.558674932,0.116759002,-0.999778032,0.020100392,-0.006323799,95,28998,-1,-1
0.926895976,0.275116384,0.421634525,-0.995707333,0.091855019,-0.011386366,104,28589,-1,-1
0.188751936,0.136102676,0.218062252,-0.009652426,-0.515488029,-0.856842399,106,25896,-1,-1
0.976428211,0.146247640,0.471146405,0.200495183,0.110692792,0.973421216,108,27423,-1,-1
0.397614360,0.107094184,0.131538570,-0.999832869,-0.017612157,0.004911199,113,28918,-1,-1
0.905336142,0.265762419,0.662074804,-0.008860750,-0.976061046,-0.217316151,114,28919,-1,-1
0.188453123,0.520720899,0.119265892,-0.955382526,-0.295370430,0.000771779,117,27426,-1,-1
0.554319918,0.537486732,0.093257286,-0.991375208,0.130673617,-0.009984163,118,28795,-1,-1
0.626360118,0.094208091,0.041213866,-0.011760545,0.029707665,-0.999489486,119,29049,-1,-1
0.122284830,0.441235542,0.275582641,-0.036909640,0.999295175,-0.006849267,122,29000,-1,-1
0.893864393,0.168849498,0.546230137,-0.568388402,-0.130313814,0.812374890,123,28208,-1,-1
0.345342547,0.515202105,0.141537473,-0.064052425,-0.997946084,-0.000954106,124,28798,-1,-1
0.023042478,0.163678423,0.126038164,0.999781013,-0.017210169,0.011903537,126,28799,-1,-1
0.846292436,0.240226492,0.419455469,0.048130672,0.998829365,0.004839088,127,28800,-1,-1
0.963302851,0.240655363,0.418141007,0.096730947,-0.995310426,0.000553871,130,28801,-1,-1
0.758004665,0.513338983,0.155267224,-0.004001909,-0.999898076,-0.013704796,134,28213,-1,-1
0.399092495,0.563552856,0.111976974,0.999956727,0.007738679,-0.005166170,139,29109,-1,-1
0.558643937,0.549898088,0.029519092,-0.973179758,-0.032666024,-0.227715254,141,28803,-1,-1
0.074900091,0.353089899,0.170881942,0.469982535,-0.000821248,-0.882675350,143,29379,-1,-1
0.546240151,0.106214546,0.132472768,-0.999635875,-0.022238158,-0.015286535,144,29052,-1,-1
0.044312701,0.142508179,0.087090708,0.999321461,-0.036408953,-0.005562007,150,27443,-1,-1
0.627713978,0.063358232,0.033936549,-0.009718692,0.018789114,-0.999776244,153,29004,-1,-1
0.429665595,0.403766781,0.320317745,0.643696189,-0.764817715,0.026629021,164,28219,-1,-1
0.925866008,0.270243794,0.513722658,0.999862552,-0.000128412,0.016580118,169,27446,-1,-1
0.969582200,0.241485775,0.581402361,-0.689285934,0.018188236,-0.724261105,171,28220,-1,-1
0.444231421,0.378631651,0.321208745,0.525049627,-0.573131263,-0.629160941,172,172,-1,-1
0.856454968,0.208542854,0.544160366,0.025258290,-0.507037520,0.861553788,174,27448,-1,-1
0.846793950,0.525268137,0.031967565,-0.052678097,0.998608351,-0.002544056,175,28221,-1,-1
0.343948305,0.519218564,0.165444657,0.026731119,-0.564252973,0.825169086,181,27450,-1,-1
0.021482930,0.350795060,0.136069044,0.445442230,0.012171195,-0.895227969,183,28604,-1,-1
0.844315946,0.370996773,0.260917932,0.998924196,-0.045336992,0.009749405,184,28926,-1,-1
0.896423638,0.161501363,0.222742140,-0.923958778,-0.371878088,0.089481488,185,27453,-1,-1
0.525954127,0.280206084,0.331245065,-0.831031501,0.556224585,0.000991024,186,22844,-1,-1
0.933001935,0.192207843,0.688541114,0.696705222,-0.682598591,0.220592499,187,28927,-1,-1
0.905325294,0.263455302,0.422475427,-0.013846834,-0.999563277,-0.026108088,200,28225,-1,-1
0.876433313,0.190496922,0.689060450,0.678126276,0.699658334,-0.224995673,203,28809,-1,-1
0.878237605,0.219783098,0.558853805,-0.996846259,-0.004859656,-0.079208016,204,28608,-1,-1
0.478845179,0.402158678,0.319839090,-0.975405872,-0.212249354,-0.059444491,205,27458,-1,-1
0.406506062,0.292691261,0.340780288,-0.919664621,-0.388719589,-0.055803556,208,27459,-1,-1
0.664270163,0.056480672,0.029808186,-0.320604801,0.862934351,0.390585303,210,28810,-1,-1
