# point_id,primitive_gid,primitive_dir_gid
1861,1,-1
1862,5,-1
1863,10,-1
1864,1,-1
1865,5,-1
1866,10,-1
1867,1,-1
1868,5,-1
1869,10,-1
1870,1,-1
1871,5,-1
1872,10,-1
1873,1,-1
1874,5,-1
1875,10,-1
1876,1,-1
1877,5,-1
1878,10,-1
1879,1,-1
1880,5,-1
1881,10,-1
1882,1,-1
1883,5,-1
1884,10,-1
1885,1,-1
1886,5,-1
1887,10,-1
1888,1,-1
1889,5,-1
1890,10,-1
1891,1,-1
1892,5,-1
1893,10,-1
1894,1,-1
1895,5,-1
1896,10,-1
1897,1,-1
1898,5,-1
1899,10,-1
1900,1,-1
1901,5,-1
1902,10,-1
1903,1,-1
1904,5,-1
1905,10,-1
1906,1,-1
1907,5,-1
1908,10,-1
1909,1,-1
1910,5,-1
1911,10,-1
1912,1,-1
1913,5,-1
1914,10,-1
1915,1,-1
1916,5,-1
1917,10,-1
1918,1,-1
1919,5,-1
1920,10,-1
1921,1,-1
1922,5,-1
1923,10,-1
1924,1,-1
1925,5,-1
1926,10,-1
1927,1,-1
1928,5,-1
1929,10,-1
1930,1,-1
1931,5,-1
1932,10,-1
1933,1,-1
1934,5,-1
1935,10,-1
1936,1,-1
1937,5,-1
1938,10,-1
1939,1,-1
1940,5,-1
1941,10,-1
1942,1,-1
1943,5,-1
1944,10,-1
1945,1,-1
1946,5,-1
1947,10,-1
1948,1,-1
1949,5,-1
1950,10,-1
1951,1,-1
1952,5,-1
1953,10,-1
1954,1,-1
1955,5,-1
1956,10,-1
1957,1,-1
1958,5,-1
1959,10,-1
1960,1,-1
1961,5,-1
1962,10,-1
1963,1,-1
1964,5,-1
1965,10,-1
1966,1,-1
1967,5,-1
1968,10,-1
1969,1,-1
1970,5,-1
1971,10,-1
1972,1,-1
1973,5,-1
1974,10,-1
1975,1,-1
1976,5,-1
1977,10,-1
1978,1,-1
1979,5,-1
1980,10,-1
1981,1,-1
1982,5,-1
1983,10,-1
1984,1,-1
1985,5,-1
1986,10,-1
1987,1,-1
1988,5,-1
1989,14,-1
1990,1,-1
1991,5,-1
1992,14,-1
1993,1,-1
1994,5,-1
1995,14,-1
1996,1,-1
1997,5,-1
1998,14,-1
1999,1,-1
2000,5,-1
2001,14,-1
2002,1,-1
2003,5,-1
2004,14,-1
2005,1,-1
2006,5,-1
2007,1,-1
2008,1,-1
2009,5,-1
2010,1,-1
2011,1,-1
2012,5,-1
2013,1,-1
2014,1,-1
2015,5,-1
2016,1,-1
2017,1,-1
2018,5,-1
2019,1,-1
2020,1,-1
2021,5,-1
2022,1,-1
2023,1,-1
2024,5,-1
2025,1,-1
2026,1,-1
2027,5,-1
2028,1,-1
2029,1,-1
2030,5,-1
2031,1,-1
2032,1,-1
2033,5,-1
2034,1,-1
2035,1,-1
2036,5,-1
2037,1,-1
2038,1,-1
2039,5,-1
2040,14,-1
2041,14,-1
2042,1,-1
2043,1,-1
2044,5,-1
2045,14,-1
2046,14,-1
2047,1,-1
2048,1,-1
2049,5,-1
2050,14,-1
2051,14,-1
2052,1,-1
2053,1,-1
2054,5,-1
2055,14,-1
2056,14,-1
2057,1,-1
2058,1,-1
2059,5,-1
2060,14,-1
2061,14,-1
2062,1,-1
2063,1,-1
2064,5,-1
2065,0,-1
2066,0,-1
2067,14,-1
2068,14,-1
2069,1,-1
2070,1,-1
2071,0,-1
2072,0,-1
2073,5,-1
2074,0,-1
2075,0,-1
2076,14,-1
2077,14,-1
2078,1,-1
2079,1,-1
2080,0,-1
2081,0,-1
2082,5,-1
2083,0,-1
2084,0,-1
2085,14,-1
2086,14,-1
2087,1,-1
2088,1,-1
2089,0,-1
2090,0,-1
2091,5,-1
2092,0,-1
2093,0,-1
2094,12,-1
2095,14,-1
2096,1,-1
2097,1,-1
2098,0,-1
2099,0,-1
2100,5,-1
2101,0,-1
2102,0,-1
2103,12,-1
2104,14,-1
2105,1,-1
2106,1,-1
2107,0,-1
2108,0,-1
2109,5,-1
2110,0,-1
2111,0,-1
2112,12,-1
2113,14,-1
2114,1,-1
2115,1,-1
2116,0,-1
2117,0,-1
2118,5,-1
2119,0,-1
2120,0,-1
2121,12,-1
2122,14,-1
2123,1,-1
2124,1,-1
2125,0,-1
2126,0,-1
2127,5,-1
2128,0,-1
2129,0,-1
2130,12,-1
2131,14,-1
2132,1,-1
2133,1,-1
2134,0,-1
2135,0,-1
2136,5,-1
2137,0,-1
2138,0,-1
2139,12,-1
2140,14,-1
2141,1,-1
2142,1,-1
2143,0,-1
2144,0,-1
2145,5,-1
2146,0,-1
2147,0,-1
2148,12,-1
2149,14,-1
2150,1,-1
2151,1,-1
2152,0,-1
2153,0,-1
2154,5,-1
2155,0,-1
2156,0,-1
2157,12,-1
2158,14,-1
2159,1,-1
2160,1,-1
2161,0,-1
2162,0,-1
2163,0,-1
2164,0,-1
2165,5,-1
2166,0,-1
2167,0,-1
2168,12,-1
2169,14,-1
2170,1,-1
2171,1,-1
2172,0,-1
2173,0,-1
2174,0,-1
2175,0,-1
2176,5,-1
2177,0,-1
2178,0,-1
2179,12,-1
2180,12,-1
2181,1,-1
2182,1,-1
2183,0,-1
2184,0,-1
2185,0,-1
2186,0,-1
2187,5,-1
2188,0,-1
2189,0,-1
2190,12,-1
2191,14,-1
2192,1,-1
2193,1,-1
2194,0,-1
2195,0,-1
2196,0,-1
2197,0,-1
2198,5,-1
2199,0,-1
2200,0,-1
2201,12,-1
2202,12,-1
2203,1,-1
2204,1,-1
2205,0,-1
2206,0,-1
2207,0,-1
2208,0,-1
2209,5,-1
2210,0,-1
2211,0,-1
2212,12,-1
2213,12,-1
2214,1,-1
2215,1,-1
2216,0,-1
2217,0,-1
2218,0,-1
2219,0,-1
2220,5,-1
2221,0,-1
2222,0,-1
2223,12,-1
2224,12,-1
2225,1,-1
2226,1,-1
2227,0,-1
2228,0,-1
2229,0,-1
2230,0,-1
2231,5,-1
2232,0,-1
2233,0,-1
2234,12,-1
2235,12,-1
2236,1,-1
2237,1,-1
2238,0,-1
2239,0,-1
2240,0,-1
2241,0,-1
2242,5,-1
2243,0,-1
2244,0,-1
2245,12,-1
2246,12,-1
2247,1,-1
2248,1,-1
2249,0,-1
2250,0,-1
2251,0,-1
2252,0,-1
2253,5,-1
2254,0,-1
2255,0,-1
2256,12,-1
2257,12,-1
2258,1,-1
2259,1,-1
2260,0,-1
2261,0,-1
2262,0,-1
2263,0,-1
2264,5,-1
2265,0,-1
2266,0,-1
2267,12,-1
2268,12,-1
2269,1,-1
2270,1,-1
2271,0,-1
2272,0,-1
2273,0,-1
2274,0,-1
2275,5,-1
2276,0,-1
2277,0,-1
2278,12,-1
2279,12,-1
2280,1,-1
2281,1,-1
2282,0,-1
2283,0,-1
2284,0,-1
2285,0,-1
2286,5,-1
2287,0,-1
2288,0,-1
2289,12,-1
2290,12,-1
2291,1,-1
2292,1,-1
2293,0,-1
2294,0,-1
2295,0,-1
2296,0,-1
2297,17,-1
2298,0,-1
2299,0,-1
2300,12,-1
2301,12,-1
2302,1,-1
2303,1,-1
2304,0,-1
2305,0,-1
2306,0,-1
2307,0,-1
2308,17,-1
2309,0,-1
2310,0,-1
2311,12,-1
2312,12,-1
2313,1,-1
2314,1,-1
2315,0,-1
2316,0,-1
2317,0,-1
2318,0,-1
2319,5,-1
2320,0,-1
2321,0,-1
2322,12,-1
2323,12,-1
2324,1,-1
2325,1,-1
2326,0,-1
2327,0,-1
2328,0,-1
2329,0,-1
2330,17,-1
2331,0,-1
2332,0,-1
2333,12,-1
2334,12,-1
2335,1,-1
2336,1,-1
2337,0,-1
2338,0,-1
2339,0,-1
2340,0,-1
2341,17,-1
2342,0,-1
2343,0,-1
2344,12,-1
2345,12,-1
2346,1,-1
2347,1,-1
2348,0,-1
2349,0,-1
2350,0,-1
2351,0,-1
2352,17,-1
2353,0,-1
2354,0,-1
2355,12,-1
2356,12,-1
2357,1,-1
2358,1,-1
2359,0,-1
2360,0,-1
2361,0,-1
2362,0,-1
2363,17,-1
2364,0,-1
2365,0,-1
2366,12,-1
2367,12,-1
2368,1,-1
2369,1,-1
2370,0,-1
2371,0,-1
2372,0,-1
2373,0,-1
2374,17,-1
2375,0,-1
2376,0,-1
2377,12,-1
2378,12,-1
2379,1,-1
2380,1,-1
2381,0,-1
2382,0,-1
2383,0,-1
2384,0,-1
2385,11,-1
2386,0,-1
2387,4,-1
2388,12,-1
2389,12,-1
2390,1,-1
2391,1,-1
2392,0,-1
2393,0,-1
2394,0,-1
2395,0,-1
2396,11,-1
2397,0,-1
2398,4,-1
2399,12,-1
2400,12,-1
2401,1,-1
2402,1,-1
2403,0,-1
2404,0,-1
2405,0,-1
2406,0,-1
2407,11,-1
2408,0,-1
2409,4,-1
2410,12,-1
2411,12,-1
2412,1,-1
2413,1,-1
2414,0,-1
2415,0,-1
2416,0,-1
2417,0,-1
2418,11,-1
2419,0,-1
2420,4,-1
2421,12,-1
2422,12,-1
2423,0,-1
2424,0,-1
2425,0,-1
2426,0,-1
2427,11,-1
2428,0,-1
2429,4,-1
2430,4,-1
2431,12,-1
2432,0,-1
2433,0,-1
2434,0,-1
2435,0,-1
2436,11,-1
2437,0,-1
2438,4,-1
2439,4,-1
2440,12,-1
2441,0,-1
2442,0,-1
2443,0,-1
2444,0,-1
2445,17,-1
2446,0,-1
2447,4,-1
2448,4,-1
2449,12,-1
2450,0,-1
2451,0,-1
2452,0,-1
2453,0,-1
2454,11,-1
2455,0,-1
2456,4,-1
2457,4,-1
2458,12,-1
2459,0,-1
2460,0,-1
2461,0,-1
2462,0,-1
2463,11,-1
2464,0,-1
2465,4,-1
2466,4,-1
2467,12,-1
2468,0,-1
2469,0,-1
2470,0,-1
2471,0,-1
2472,11,-1
2473,0,-1
2474,4,-1
2475,4,-1
2476,12,-1
2477,0,-1
2478,0,-1
2479,0,-1
2480,0,-1
2481,11,-1
2482,0,-1
2483,4,-1
2484,4,-1
2485,12,-1
2486,0,-1
2487,0,-1
2488,0,-1
2489,0,-1
2490,11,-1
2491,0,-1
2492,4,-1
2493,4,-1
2494,12,-1
2495,0,-1
2496,0,-1
2497,0,-1
2498,0,-1
2499,11,-1
2500,0,-1
2501,4,-1
2502,4,-1
2503,12,-1
2504,0,-1
2505,0,-1
2506,0,-1
2507,0,-1
2508,11,-1
2509,0,-1
2510,4,-1
2511,4,-1
2512,12,-1
2513,0,-1
2514,0,-1
2515,0,-1
2516,0,-1
2517,11,-1
2518,0,-1
2519,4,-1
2520,4,-1
2521,12,-1
2522,0,-1
2523,0,-1
2524,0,-1
2525,0,-1
2526,11,-1
2527,0,-1
2528,4,-1
2529,4,-1
2530,12,-1
2531,0,-1
2532,0,-1
2533,0,-1
2534,0,-1
2535,11,-1
2536,0,-1
2537,4,-1
2538,4,-1
2539,12,-1
2540,0,-1
2541,0,-1
2542,0,-1
2543,0,-1
2544,11,-1
2545,0,-1
2546,4,-1
2547,4,-1
2548,12,-1
2549,0,-1
2550,0,-1
2551,0,-1
2552,0,-1
2553,0,-1
2554,4,-1
2555,4,-1
2556,12,-1
2557,0,-1
2558,0,-1
2559,0,-1
2560,0,-1
2561,0,-1
2562,4,-1
2563,4,-1
2564,12,-1
2565,0,-1
2566,0,-1
2567,0,-1
2568,0,-1
2569,0,-1
2570,4,-1
2571,4,-1
2572,12,-1
2573,0,-1
2574,0,-1
2575,0,-1
2576,0,-1
2577,0,-1
2578,4,-1
2579,4,-1
2580,12,-1
2581,0,-1
2582,0,-1
2583,0,-1
2584,0,-1
2585,0,-1
2586,8,-1
2587,4,-1
2588,12,-1
2589,0,-1
2590,0,-1
2591,0,-1
2592,0,-1
2593,0,-1
2594,4,-1
2595,4,-1
2596,12,-1
2597,0,-1
2598,0,-1
2599,0,-1
2600,0,-1
2601,0,-1
2602,8,-1
2603,4,-1
2604,12,-1
2605,0,-1
2606,0,-1
2607,0,-1
2608,0,-1
2609,0,-1
2610,8,-1
2611,4,-1
2612,12,-1
2613,0,-1
2614,0,-1
2615,0,-1
2616,0,-1
2617,0,-1
2618,8,-1
2619,4,-1
2620,12,-1
2621,0,-1
2622,0,-1
2623,0,-1
2624,0,-1
2625,0,-1
2626,8,-1
2627,4,-1
2628,12,-1
2629,0,-1
2630,0,-1
2631,0,-1
2632,0,-1
2633,0,-1
2634,8,-1
2635,4,-1
2636,12,-1
2637,0,-1
2638,0,-1
2639,0,-1
2640,0,-1
2641,0,-1
2642,8,-1
2643,4,-1
2644,12,-1
2645,0,-1
2646,0,-1
2647,0,-1
2648,0,-1
2649,0,-1
2650,8,-1
2651,4,-1
2652,12,-1
2653,0,-1
2654,0,-1
2655,0,-1
2656,0,-1
2657,0,-1
2658,8,-1
2659,4,-1
2660,12,-1
2661,0,-1
2662,0,-1
2663,0,-1
2664,0,-1
2665,0,-1
2666,8,-1
2667,4,-1
2668,12,-1
2669,0,-1
2670,0,-1
2671,0,-1
2672,0,-1
2673,0,-1
2674,8,-1
2675,4,-1
2676,12,-1
2677,0,-1
2678,0,-1
2679,0,-1
2680,0,-1
2681,0,-1
2682,8,-1
2683,4,-1
2684,12,-1
2685,0,-1
2686,0,-1
2687,0,-1
2688,0,-1
2689,0,-1
2690,8,-1
2691,4,-1
2692,0,-1
2693,0,-1
2694,0,-1
2695,0,-1
2696,0,-1
2697,8,-1
2698,4,-1
2699,0,-1
2700,0,-1
2701,0,-1
2702,0,-1
2703,0,-1
2704,8,-1
2705,4,-1
2706,0,-1
2707,0,-1
2708,0,-1
2709,0,-1
2710,0,-1
2711,8,-1
2712,4,-1
2713,0,-1
2714,0,-1
2715,0,-1
2716,0,-1
2717,0,-1
2718,8,-1
2719,4,-1
2720,0,-1
2721,0,-1
2722,0,-1
2723,0,-1
2724,0,-1
2725,8,-1
2726,4,-1
2727,0,-1
2728,0,-1
2729,0,-1
2730,0,-1
2731,0,-1
2732,8,-1
2733,4,-1
2734,0,-1
2735,0,-1
2736,0,-1
2737,0,-1
2738,0,-1
2739,8,-1
2740,4,-1
2741,0,-1
2742,0,-1
2743,0,-1
2744,0,-1
2745,0,-1
2746,8,-1
2747,4,-1
2748,0,-1
2749,0,-1
2750,0,-1
2751,0,-1
2752,0,-1
2753,8,-1
2754,4,-1
2755,0,-1
2756,0,-1
2757,0,-1
2758,0,-1
2759,0,-1
2760,8,-1
2761,17,-1
2762,4,-1
2763,0,-1
2764,0,-1
2765,0,-1
2766,0,-1
2767,0,-1
2768,8,-1
2769,17,-1
2770,4,-1
2771,0,-1
2772,0,-1
2773,0,-1
2774,0,-1
2775,0,-1
2776,8,-1
2777,17,-1
2778,4,-1
2779,0,-1
2780,0,-1
2781,0,-1
2782,0,-1
2783,0,-1
2784,8,-1
2785,17,-1
2786,4,-1
2787,0,-1
2788,0,-1
2789,0,-1
2790,0,-1
2791,0,-1
2792,8,-1
2793,17,-1
2794,4,-1
2795,0,-1
2796,0,-1
2797,0,-1
2798,0,-1
2799,0,-1
2800,8,-1
2801,17,-1
2802,4,-1
2803,0,-1
2804,0,-1
2805,0,-1
2806,0,-1
2807,0,-1
2808,8,-1
2809,17,-1
2810,4,-1
2811,0,-1
2812,0,-1
2813,0,-1
2814,0,-1
2815,0,-1
2816,8,-1
2817,17,-1
2818,4,-1
2819,0,-1
2820,0,-1
2821,0,-1
2822,0,-1
2823,0,-1
2824,8,-1
2825,17,-1
2826,4,-1
2827,0,-1
2828,0,-1
2829,0,-1
2830,0,-1
2831,0,-1
2832,8,-1
2833,17,-1
2834,4,-1
2835,0,-1
2836,0,-1
2837,0,-1
2838,0,-1
2839,0,-1
2840,8,-1
2841,17,-1
2842,4,-1
2843,0,-1
2844,0,-1
2845,0,-1
2846,0,-1
2847,0,-1
2848,8,-1
2849,17,-1
2850,4,-1
2851,0,-1
2852,0,-1
2853,0,-1
2854,0,-1
2855,0,-1
2856,8,-1
2857,17,-1
2858,4,-1
2859,0,-1
2860,0,-1
2861,0,-1
2862,0,-1
2863,0,-1
2864,8,-1
2865,4,-1
2866,4,-1
2867,0,-1
2868,0,-1
2869,0,-1
2870,0,-1
2871,0,-1
2872,8,-1
2873,4,-1
2874,4,-1
2875,0,-1
2876,0,-1
2877,0,-1
2878,0,-1
2879,0,-1
2880,8,-1
2881,4,-1
2882,4,-1
2883,0,-1
2884,0,-1
2885,0,-1
2886,0,-1
2887,0,-1
2888,8,-1
2889,4,-1
2890,4,-1
2891,0,-1
2892,0,-1
2893,0,-1
2894,0,-1
2895,0,-1
2896,8,-1
2897,4,-1
2898,4,-1
2899,0,-1
2900,0,-1
2901,0,-1
2902,0,-1
2903,0,-1
2904,8,-1
2905,4,-1
2906,4,-1
2907,0,-1
2908,0,-1
2909,0,-1
2910,0,-1
2911,0,-1
2912,8,-1
2913,4,-1
2914,4,-1
2915,0,-1
2916,0,-1
2917,0,-1
2918,0,-1
2919,0,-1
2920,8,-1
2921,4,-1
2922,4,-1
2923,0,-1
2924,0,-1
2925,0,-1
2926,0,-1
2927,0,-1
2928,8,-1
2929,4,-1
2930,4,-1
2931,0,-1
2932,0,-1
2933,0,-1
2934,0,-1
2935,0,-1
2936,8,-1
2937,4,-1
2938,4,-1
2939,0,-1
2940,0,-1
2941,0,-1
2942,0,-1
2943,0,-1
2944,8,-1
2945,4,-1
2946,4,-1
2947,0,-1
2948,0,-1
2949,0,-1
2950,0,-1
2951,0,-1
2952,8,-1
2953,4,-1
2954,4,-1
2955,0,-1
2956,0,-1
2957,0,-1
2958,0,-1
2959,0,-1
2960,8,-1
2961,4,-1
2962,4,-1
2963,0,-1
2964,0,-1
2965,0,-1
2966,0,-1
2967,0,-1
2968,8,-1
2969,4,-1
2970,4,-1
2971,0,-1
2972,0,-1
2973,0,-1
2974,0,-1
2975,0,-1
2976,8,-1
2977,4,-1
2978,4,-1
2979,0,-1
2980,0,-1
2981,0,-1
2982,0,-1
2983,0,-1
2984,8,-1
2985,4,-1
2986,4,-1
2987,0,-1
2988,0,-1
2989,0,-1
2990,0,-1
2991,0,-1
2992,8,-1
2993,4,-1
2994,4,-1
2995,0,-1
2996,0,-1
2997,0,-1
2998,0,-1
2999,0,-1
3000,8,-1
3001,4,-1
3002,4,-1
3003,0,-1
3004,0,-1
3005,0,-1
3006,0,-1
3007,0,-1
3008,8,-1
3009,4,-1
3010,4,-1
3011,0,-1
3012,0,-1
3013,0,-1
3014,0,-1
3015,0,-1
3016,8,-1
3017,4,-1
3018,4,-1
3019,0,-1
3020,0,-1
3021,0,-1
3022,0,-1
3023,0,-1
3024,8,-1
3025,4,-1
3026,4,-1
3027,0,-1
3028,0,-1
3029,0,-1
3030,0,-1
3031,0,-1
3032,8,-1
3033,4,-1
3034,4,-1
3035,0,-1
3036,0,-1
3037,0,-1
3038,0,-1
3039,0,-1
3040,8,-1
3041,4,-1
3042,4,-1
3043,0,-1
3044,0,-1
3045,0,-1
3046,0,-1
3047,0,-1
3048,8,-1
3049,4,-1
3050,4,-1
3051,0,-1
3052,0,-1
3053,0,-1
3054,0,-1
3055,0,-1
3056,8,-1
3057,4,-1
3058,4,-1
3059,0,-1
3060,0,-1
3061,0,-1
3062,0,-1
3063,0,-1
3064,8,-1
3065,4,-1
3066,4,-1
3067,0,-1
3068,0,-1
3069,0,-1
3070,0,-1
3071,0,-1
3072,8,-1
3073,4,-1
3074,4,-1
3075,0,-1
3076,0,-1
3077,0,-1
3078,0,-1
3079,0,-1
3080,8,-1
3081,4,-1
3082,4,-1
3083,0,-1
3084,0,-1
3085,0,-1
3086,0,-1
3087,0,-1
3088,8,-1
3089,4,-1
3090,4,-1
3091,0,-1
3092,0,-1
3093,0,-1
3094,0,-1
3095,0,-1
3096,8,-1
3097,4,-1
3098,4,-1
3099,0,-1
3100,0,-1
3101,0,-1
3102,0,-1
3103,0,-1
3104,8,-1
3105,0,-1
3106,0,-1
3107,0,-1
3108,0,-1
3109,0,-1
3110,8,-1
3111,0,-1
3112,0,-1
3113,0,-1
3114,0,-1
3115,0,-1
3116,8,-1
3117,0,-1
3118,0,-1
3119,0,-1
3120,0,-1
3121,0,-1
3122,8,-1
3123,0,-1
3124,0,-1
3125,0,-1
3126,0,-1
3127,0,-1
3128,8,-1
3129,0,-1
3130,0,-1
3131,0,-1
3132,0,-1
3133,0,-1
3134,8,-1
3135,0,-1
3136,0,-1
3137,0,-1
3138,0,-1
3139,0,-1
3140,8,-1
3141,0,-1
3142,0,-1
3143,0,-1
3144,0,-1
3145,0,-1
3146,8,-1
3147,0,-1
3148,0,-1
3149,0,-1
3150,0,-1
3151,0,-1
3152,8,-1
3153,0,-1
3154,0,-1
3155,0,-1
3156,0,-1
3157,0,-1
3158,8,-1
3159,0,-1
3160,0,-1
3161,0,-1
3162,0,-1
3163,0,-1
3164,8,-1
3165,0,-1
3166,0,-1
3167,0,-1
3168,0,-1
3169,0,-1
3170,8,-1
3171,0,-1
3172,0,-1
3173,0,-1
3174,0,-1
3175,0,-1
3176,8,-1
3177,0,-1
3178,0,-1
3179,0,-1
3180,0,-1
3181,0,-1
3182,8,-1
3183,0,-1
3184,0,-1
3185,0,-1
3186,0,-1
3187,0,-1
3188,8,-1
3189,0,-1
3190,0,-1
3191,0,-1
3192,0,-1
3193,0,-1
3194,8,-1
3195,0,-1
3196,0,-1
3197,0,-1
3198,0,-1
3199,0,-1
3200,8,-1
3201,0,-1
3202,0,-1
3203,0,-1
3204,0,-1
3205,0,-1
3206,8,-1
3207,0,-1
3208,0,-1
3209,0,-1
3210,0,-1
3211,0,-1
3212,8,-1
3213,0,-1
3214,0,-1
3215,0,-1
3216,0,-1
3217,0,-1
3218,8,-1
3219,0,-1
3220,0,-1
3221,0,-1
3222,0,-1
3223,0,-1
3224,8,-1
3225,0,-1
3226,0,-1
3227,0,-1
3228,0,-1
3229,0,-1
3230,8,-1
3231,0,-1
3232,0,-1
3233,0,-1
3234,0,-1
3235,0,-1
3236,8,-1
3237,0,-1
3238,0,-1
3239,0,-1
3240,0,-1
3241,0,-1
3242,8,-1
3243,0,-1
3244,0,-1
3245,0,-1
3246,0,-1
3247,0,-1
3248,8,-1
3249,0,-1
3250,0,-1
3251,0,-1
3252,0,-1
3253,0,-1
3254,8,-1
3255,0,-1
3256,0,-1
3257,0,-1
3258,0,-1
3259,0,-1
3260,8,-1
3261,0,-1
3262,0,-1
3263,0,-1
3264,0,-1
3265,0,-1
3266,8,-1
3267,0,-1
3268,0,-1
3269,0,-1
3270,0,-1
3271,0,-1
3272,8,-1
3273,0,-1
3274,0,-1
3275,0,-1
3276,0,-1
3277,0,-1
3278,8,-1
3279,0,-1
3280,0,-1
3281,0,-1
3282,0,-1
3283,0,-1
3284,8,-1
3285,0,-1
3286,0,-1
3287,0,-1
3288,0,-1
3289,0,-1
3290,8,-1
3291,0,-1
3292,0,-1
3293,0,-1
3294,0,-1
3295,0,-1
3296,8,-1
3297,0,-1
3298,0,-1
3299,0,-1
3300,0,-1
3301,0,-1
3302,8,-1
3303,0,-1
3304,0,-1
3305,0,-1
3306,0,-1
3307,0,-1
3308,8,-1
3309,0,-1
3310,0,-1
3311,0,-1
3312,0,-1
3313,0,-1
3314,8,-1
3315,0,-1
3316,0,-1
3317,0,-1
3318,0,-1
3319,0,-1
3320,8,-1
3321,0,-1
3322,0,-1
3323,0,-1
3324,0,-1
3325,0,-1
3326,8,-1
3327,0,-1
3328,0,-1
3329,0,-1
3330,0,-1
3331,0,-1
3332,8,-1
3333,0,-1
3334,0,-1
3335,0,-1
3336,0,-1
3337,0,-1
3338,8,-1
3339,0,-1
3340,0,-1
3341,0,-1
3342,0,-1
3343,0,-1
3344,8,-1
3345,0,-1
3346,0,-1
3347,0,-1
3348,0,-1
3349,0,-1
3350,8,-1
3351,0,-1
3352,0,-1
3353,0,-1
3354,0,-1
3355,0,-1
3356,8,-1
3357,0,-1
3358,0,-1
3359,0,-1
3360,0,-1
3361,0,-1
3362,8,-1
3363,0,-1
3364,0,-1
3365,0,-1
3366,0,-1
3367,0,-1
3368,8,-1
3369,0,-1
3370,0,-1
3371,0,-1
3372,0,-1
3373,0,-1
3374,8,-1
3375,0,-1
3376,0,-1
3377,0,-1
3378,0,-1
3379,0,-1
3380,8,-1
3381,0,-1
3382,0,-1
3383,0,-1
3384,0,-1
3385,0,-1
3386,8,-1
3387,0,-1
3388,0,-1
3389,0,-1
3390,0,-1
3391,0,-1
3392,8,-1
3393,0,-1
3394,0,-1
3395,0,-1
3396,0,-1
3397,0,-1
3398,8,-1
3399,0,-1
3400,0,-1
3401,0,-1
3402,0,-1
3403,0,-1
3404,8,-1
3405,0,-1
3406,0,-1
3407,0,-1
3408,0,-1
3409,0,-1
3410,8,-1
3411,0,-1
3412,0,-1
3413,0,-1
3414,0,-1
3415,0,-1
3416,8,-1
3417,0,-1
3418,0,-1
3419,0,-1
3420,0,-1
3421,0,-1
3422,8,-1
3423,0,-1
3424,0,-1
3425,0,-1
3426,0,-1
3427,0,-1
3428,8,-1
3429,0,-1
3430,0,-1
3431,0,-1
3432,0,-1
3433,0,-1
3434,8,-1
3435,0,-1
3436,0,-1
3437,0,-1
3438,0,-1
3439,0,-1
3440,8,-1
3441,0,-1
3442,0,-1
3443,0,-1
3444,0,-1
3445,0,-1
3446,8,-1
3447,0,-1
3448,0,-1
3449,0,-1
3450,0,-1
3451,0,-1
3452,8,-1
3453,0,-1
3454,0,-1
3455,0,-1
3456,0,-1
3457,0,-1
3458,8,-1
3459,0,-1
3460,0,-1
3461,0,-1
3462,0,-1
3463,0,-1
3464,8,-1
3465,0,-1
3466,0,-1
3467,0,-1
3468,0,-1
3469,0,-1
3470,8,-1
3471,0,-1
3472,0,-1
3473,0,-1
3474,0,-1
3475,0,-1
3476,8,-1
3477,0,-1
3478,0,-1
3479,0,-1
3480,0,-1
3481,0,-1
3482,8,-1
3483,0,-1
3484,0,-1
3485,0,-1
3486,0,-1
3487,0,-1
3488,8,-1
3489,0,-1
3490,0,-1
3491,0,-1
3492,0,-1
3493,0,-1
3494,8,-1
3495,0,-1
3496,0,-1
3497,0,-1
3498,0,-1
3499,0,-1
3500,8,-1
3501,0,-1
3502,0,-1
3503,0,-1
3504,0,-1
3505,0,-1
3506,8,-1
3507,0,-1
3508,0,-1
3509,0,-1
3510,0,-1
3511,0,-1
3512,8,-1
3513,0,-1
3514,0,-1
3515,0,-1
3516,0,-1
3517,0,-1
3518,8,-1
3519,0,-1
3520,0,-1
3521,0,-1
3522,0,-1
3523,0,-1
3524,8,-1
3525,0,-1
3526,0,-1
3527,0,-1
3528,0,-1
3529,0,-1
3530,8,-1
3531,0,-1
3532,0,-1
3533,0,-1
3534,0,-1
3535,0,-1
3536,8,-1
3537,0,-1
3538,0,-1
3539,0,-1
3540,0,-1
3541,0,-1
3542,8,-1
3543,0,-1
3544,0,-1
3545,0,-1
3546,0,-1
3547,0,-1
3548,8,-1
3549,0,-1
3550,0,-1
3551,0,-1
3552,0,-1
3553,0,-1
3554,8,-1
3555,0,-1
3556,0,-1
3557,0,-1
3558,0,-1
3559,0,-1
3560,8,-1
3561,0,-1
3562,0,-1
3563,0,-1
3564,0,-1
3565,0,-1
3566,8,-1
3567,0,-1
3568,0,-1
3569,0,-1
3570,0,-1
3571,0,-1
3572,8,-1
3573,0,-1
3574,0,-1
3575,0,-1
3576,0,-1
3577,0,-1
3578,8,-1
3579,0,-1
3580,0,-1
3581,0,-1
3582,0,-1
3583,0,-1
3584,8,-1
3585,0,-1
3586,0,-1
3587,0,-1
3588,0,-1
3589,0,-1
3590,8,-1
3591,0,-1
3592,0,-1
3593,0,-1
3594,0,-1
3595,0,-1
3596,8,-1
3597,0,-1
3598,0,-1
3599,0,-1
3600,0,-1
3601,0,-1
3602,8,-1
3603,0,-1
3604,0,-1
3605,0,-1
3606,0,-1
3607,0,-1
